Cluster representative	Cluster member	Cluster member description	Member P-value	Member user defined value	Member IC	Member frequency
GO:0071702	GO:0098655	cation transmembrane transport	2.160e-02	0.000e+00	1.737e+00	1.834e-02
GO:0071702	GO:0015672	monovalent inorganic cation transport	3.510e-02	0.000e+00	1.729e+00	1.868e-02
GO:0071702	GO:0015931	nucleobase-containing compound transport	3.480e-12	0.000e+00	2.894e+00	1.277e-03
GO:0071702	GO:0050657	nucleic acid transport	2.210e-04	0.000e+00	3.202e+00	6.282e-04
GO:0071702	GO:0015865	purine nucleotide transport	1.880e-07	0.000e+00	3.564e+00	2.729e-04
GO:0071702	GO:0051503	adenine nucleotide transport	3.840e-07	0.000e+00	3.567e+00	2.710e-04
GO:0071702	GO:0015868	purine ribonucleotide transport	3.820e-07	0.000e+00	3.568e+00	2.706e-04
GO:0071702	GO:0015866	ADP transport	1.430e-02	0.000e+00	4.386e+00	4.113e-05
GO:0071702	GO:0015867	ATP transport	4.720e-06	0.000e+00	3.689e+00	2.048e-04
GO:0071702	GO:0006862	nucleotide transport	1.370e-07	0.000e+00	3.533e+00	2.933e-04
GO:0071702	GO:1901679	nucleotide transmembrane transport	4.250e-04	0.000e+00	4.199e+00	6.317e-05
GO:0071702	GO:0015748	organophosphate ester transport	2.300e-07	0.000e+00	3.167e+00	6.814e-04
GO:0071702	GO:0015917	aminophospholipid transport	4.500e-02	0.000e+00	5.494e+00	3.208e-06
GO:0071702	GO:0051028	mRNA transport	2.300e-04	0.000e+00	3.311e+00	4.887e-04
GO:0071702	GO:0050658	RNA transport	2.210e-04	0.000e+00	3.206e+00	6.224e-04
GO:0071702	GO:0051236	establishment of RNA localization	2.500e-04	0.000e+00	3.206e+00	6.228e-04
GO:0071702	GO:0071705	nitrogen compound transport	1.210e-55	0.000e+00	1.575e+00	2.661e-02
GO:0071702	GO:0042886	amide transport	9.490e-43	0.000e+00	1.763e+00	1.727e-02
GO:0071702	GO:0015031	protein transport	1.250e-41	0.000e+00	1.802e+00	1.578e-02
GO:0071702	GO:0017038	protein import	8.950e-05	0.000e+00	3.300e+00	5.016e-04
GO:0071702	GO:0044743	protein transmembrane import into intracellular organelle	3.160e-02	0.000e+00	4.080e+00	8.321e-05
GO:0071702	GO:0045184	establishment of protein localization	3.550e-39	0.000e+00	1.791e+00	1.619e-02
GO:0071702	GO:0015833	peptide transport	2.750e-41	0.000e+00	1.767e+00	1.711e-02
GO:0071702	GO:0033036	macromolecule localization	1.790e-32	0.000e+00	1.778e+00	1.667e-02
GO:0071702	GO:0006403	RNA localization	1.390e-05	0.000e+00	4.793e+00	1.612e-05
GO:0071702	GO:0008104	protein localization	1.110e-29	0.000e+00	1.779e+00	1.665e-02
GO:0071702	GO:0031503	protein-containing complex localization	4.780e-02	0.000e+00	3.789e+00	1.626e-04
GO:0071702	GO:0033572	transferrin transport	4.960e-03	0.000e+00	5.307e+00	4.928e-06
GO:0071702	GO:0000041	transition metal ion transport	9.840e-03	0.000e+00	2.526e+00	2.979e-03
GO:0071702	GO:0046907	intracellular transport	8.490e-40	0.000e+00	2.246e+00	5.677e-03
GO:0071702	GO:0032365	intracellular lipid transport	4.430e-02	0.000e+00	4.399e+00	3.992e-05
GO:0071702	GO:0006886	intracellular protein transport	1.930e-38	0.000e+00	2.335e+00	4.620e-03
GO:0071702	GO:0032527	protein exit from endoplasmic reticulum	2.080e-02	0.000e+00	5.043e+00	9.067e-06
GO:0071702	GO:0016482	cytosolic transport	6.010e-04	0.000e+00	3.842e+00	1.438e-04
GO:0071702	GO:0042147	retrograde transport, endosome to Golgi	6.740e-03	0.000e+00	3.965e+00	1.083e-04
GO:0071702	GO:0051649	establishment of localization in cell	4.190e-39	0.000e+00	2.226e+00	5.938e-03
GO:0071702	GO:0051641	cellular localization	4.580e-33	0.000e+00	2.168e+00	6.796e-03
GO:0071702	GO:0045324	late endosome to vacuole transport	8.330e-05	0.000e+00	4.436e+00	3.661e-05
GO:0071702	GO:0032511	late endosome to vacuole transport via multivesicular body sorting pathway	2.060e-02	0.000e+00	4.636e+00	2.310e-05
GO:0071702	GO:0007034	vacuolar transport	1.840e-04	0.000e+00	3.638e+00	2.302e-04
GO:0071702	GO:0090110	COPII-coated vesicle cargo loading	2.220e-02	0.000e+00	5.176e+00	6.668e-06
GO:0071702	GO:0035459	vesicle cargo loading	3.940e-02	0.000e+00	5.091e+00	8.114e-06
GO:0071702	GO:0006605	protein targeting	3.140e-27	0.000e+00	2.719e+00	1.909e-03
GO:0071702	GO:0006612	protein targeting to membrane	8.530e-21	0.000e+00	3.152e+00	7.050e-04
GO:0071702	GO:0006614	SRP-dependent cotranslational protein targeting to membrane	5.970e-19	0.000e+00	3.373e+00	4.237e-04
GO:0071702	GO:0006613	cotranslational protein targeting to membrane	1.370e-18	0.000e+00	3.373e+00	4.241e-04
GO:0071702	GO:0065002	intracellular protein transmembrane transport	6.030e-03	0.000e+00	3.142e+00	7.210e-04
GO:0071702	GO:0071806	protein transmembrane transport	7.790e-03	0.000e+00	2.568e+00	2.705e-03
GO:0071702	GO:0034613	cellular protein localization	6.790e-26	0.000e+00	2.714e+00	1.931e-03
GO:0071702	GO:0070727	cellular macromolecule localization	4.250e-26	0.000e+00	2.711e+00	1.944e-03
GO:0071702	GO:0090150	establishment of protein localization to membrane	1.550e-20	0.000e+00	2.927e+00	1.183e-03
GO:0071702	GO:0072657	protein localization to membrane	8.530e-12	0.000e+00	2.863e+00	1.369e-03
GO:0071702	GO:0072594	establishment of protein localization to organelle	9.530e-25	0.000e+00	3.058e+00	8.742e-04
GO:0071702	GO:0033365	protein localization to organelle	8.200e-23	0.000e+00	2.998e+00	1.004e-03
GO:0071702	GO:0070585	protein localization to mitochondrion	1.240e-02	0.000e+00	3.834e+00	1.466e-04
GO:0071702	GO:0045047	protein targeting to ER	4.760e-20	0.000e+00	3.344e+00	4.529e-04
GO:0071702	GO:0072599	establishment of protein localization to endoplasmic reticulum	6.990e-20	0.000e+00	3.343e+00	4.539e-04
GO:0071702	GO:0070972	protein localization to endoplasmic reticulum	1.520e-19	0.000e+00	3.319e+00	4.795e-04
GO:0071702	GO:0006625	protein targeting to peroxisome	2.930e-08	0.000e+00	4.451e+00	3.540e-05
GO:0071702	GO:0043574	peroxisomal transport	1.490e-08	0.000e+00	4.355e+00	4.420e-05
GO:0071702	GO:0015919	peroxisomal membrane transport	1.170e-04	0.000e+00	4.635e+00	2.317e-05
GO:0071702	GO:0045046	protein import into peroxisome membrane	6.870e-04	0.000e+00	5.460e+00	3.471e-06
GO:0071702	GO:0072663	establishment of protein localization to peroxisome	2.920e-08	0.000e+00	4.451e+00	3.541e-05
GO:0071702	GO:0072662	protein localization to peroxisome	2.910e-08	0.000e+00	4.448e+00	3.565e-05
GO:0071702	GO:0007031	peroxisome organization	3.870e-08	0.000e+00	4.001e+00	9.974e-05
GO:0071702	GO:0006913	nucleocytoplasmic transport	2.300e-05	0.000e+00	3.247e+00	5.662e-04
GO:0071702	GO:0006405	RNA export from nucleus	6.720e-04	0.000e+00	3.623e+00	2.384e-04
GO:0071702	GO:0006406	mRNA export from nucleus	1.410e-03	0.000e+00	3.926e+00	1.187e-04
GO:0071702	GO:0051169	nuclear transport	2.620e-05	0.000e+00	3.243e+00	5.714e-04
GO:0071702	GO:0006611	protein export from nucleus	2.050e-04	0.000e+00	4.056e+00	8.792e-05
GO:0071702	GO:0071426	ribonucleoprotein complex export from nucleus	4.130e-04	0.000e+00	4.134e+00	7.340e-05
GO:0071702	GO:0071427	mRNA-containing ribonucleoprotein complex export from nucleus	1.410e-03	0.000e+00	8.419e+00	3.815e-09
GO:0071702	GO:0051168	nuclear export	4.090e-04	0.000e+00	3.555e+00	2.786e-04
GO:0071702	GO:0016197	endosomal transport	5.050e-04	0.000e+00	3.609e+00	2.459e-04
GO:0071702	GO:0032509	endosome transport via multivesicular body sorting pathway	3.930e-03	0.000e+00	4.226e+00	5.945e-05
GO:0071702	GO:0071985	multivesicular body sorting pathway	1.700e-02	0.000e+00	4.068e+00	8.548e-05
GO:0071702	GO:0051640	organelle localization	5.810e-07	0.000e+00	3.371e+00	4.259e-04
GO:0071702	GO:0051656	establishment of organelle localization	2.210e-04	0.000e+00	3.685e+00	2.063e-04
GO:0071702	GO:0048278	vesicle docking	2.930e-04	0.000e+00	3.921e+00	1.200e-04
GO:0071702	GO:0140056	organelle localization by membrane tethering	1.070e-03	0.000e+00	3.814e+00	1.535e-04
GO:0071702	GO:0022406	membrane docking	5.300e-04	0.000e+00	3.809e+00	1.551e-04
GO:0071702	GO:0051650	establishment of vesicle localization	2.290e-03	0.000e+00	4.323e+00	4.758e-05
GO:0071702	GO:0051648	vesicle localization	4.000e-03	0.000e+00	4.290e+00	5.134e-05
GO:0046034	GO:0046034	ATP metabolic process	9.550e-05	0.000e+00	1.759e+00	1.743e-02
GO:0046034	GO:0061615	glycolytic process through fructose-6-phosphate	9.840e-03	0.000e+00	3.342e+00	4.549e-04
GO:0046034	GO:0006096	glycolytic process	1.080e-02	0.000e+00	2.223e+00	5.991e-03
GO:0051052	GO:0000018	regulation of DNA recombination	1.450e-02	0.000e+00	3.947e+00	1.129e-04
GO:0051052	GO:0051052	regulation of DNA metabolic process	3.430e-04	0.000e+00	3.317e+00	4.816e-04
GO:0051052	GO:0045910	negative regulation of DNA recombination	4.040e-02	0.000e+00	4.066e+00	8.595e-05
GO:0051052	GO:2000573	positive regulation of DNA biosynthetic process	5.570e-03	0.000e+00	4.620e+00	2.396e-05
GO:0051052	GO:1904358	positive regulation of telomere maintenance via telomere lengthening	3.480e-02	0.000e+00	4.904e+00	1.247e-05
GO:0051052	GO:0051054	positive regulation of DNA metabolic process	2.850e-02	0.000e+00	4.123e+00	7.527e-05
GO:0060968	GO:0060968	regulation of gene silencing	2.030e-02	0.000e+00	4.321e+00	4.777e-05
GO:0006575	GO:0006575	cellular modified amino acid metabolic process	3.770e-03	0.000e+00	2.184e+00	6.549e-03
GO:0006575	GO:0006760	folic acid-containing compound metabolic process	7.730e-03	0.000e+00	2.456e+00	3.503e-03
GO:0006575	GO:0042558	pteridine-containing compound metabolic process	2.440e-02	0.000e+00	2.387e+00	4.102e-03
GO:0000278	GO:0000278	mitotic cell cycle	2.660e-12	0.000e+00	4.041e+00	9.107e-05
GO:0000278	GO:0007049	cell cycle	7.050e-12	0.000e+00	2.386e+00	4.111e-03
GO:0000278	GO:0051321	meiotic cell cycle	1.450e-02	0.000e+00	4.050e+00	8.913e-05
GO:1903047	GO:1903047	mitotic cell cycle process	7.750e-11	0.000e+00	3.243e+00	5.719e-04
GO:1903047	GO:0022402	cell cycle process	5.570e-10	0.000e+00	2.505e+00	3.128e-03
GO:1903047	GO:0032506	cytokinetic process	1.110e-02	0.000e+00	2.914e+00	1.220e-03
GO:1903047	GO:0061952	midbody abscission	9.640e-04	0.000e+00	5.486e+00	3.265e-06
GO:1903047	GO:1902410	mitotic cytokinetic process	4.830e-04	0.000e+00	4.861e+00	1.378e-05
GO:1903047	GO:0033260	nuclear DNA replication	4.720e-05	0.000e+00	5.099e+00	7.957e-06
GO:1903047	GO:1902969	mitotic DNA replication	3.180e-02	0.000e+00	5.613e+00	2.438e-06
GO:1903047	GO:0044786	cell cycle DNA replication	2.510e-05	0.000e+00	4.897e+00	1.267e-05
GO:1903047	GO:0006261	DNA-dependent DNA replication	6.860e-05	0.000e+00	3.097e+00	8.006e-04
GO:1903047	GO:0000819	sister chromatid segregation	4.750e-08	0.000e+00	4.553e+00	2.801e-05
GO:1903047	GO:0000070	mitotic sister chromatid segregation	4.300e-07	0.000e+00	4.596e+00	2.537e-05
GO:1903047	GO:0098813	nuclear chromosome segregation	2.130e-06	0.000e+00	4.291e+00	5.119e-05
GO:1903047	GO:0007059	chromosome segregation	6.580e-07	0.000e+00	2.934e+00	1.165e-03
GO:1903047	GO:0140014	mitotic nuclear division	3.740e-08	0.000e+00	5.732e+00	1.854e-06
GO:1903047	GO:0000280	nuclear division	5.810e-07	0.000e+00	4.431e+00	3.706e-05
GO:1903047	GO:0048285	organelle fission	2.040e-07	0.000e+00	3.926e+00	1.187e-04
GO:1903047	GO:0090307	mitotic spindle assembly	3.540e-02	0.000e+00	4.729e+00	1.865e-05
GO:1903047	GO:0007052	mitotic spindle organization	1.940e-02	0.000e+00	4.255e+00	5.557e-05
GO:1903047	GO:0044772	mitotic cell cycle phase transition	6.710e-07	0.000e+00	4.270e+00	5.365e-05
GO:1903047	GO:0044770	cell cycle phase transition	6.320e-07	0.000e+00	4.252e+00	5.596e-05
GO:1903047	GO:0000082	G1/S transition of mitotic cell cycle	1.100e-03	0.000e+00	4.661e+00	2.184e-05
GO:1903047	GO:0044843	cell cycle G1/S phase transition	1.270e-03	0.000e+00	4.651e+00	2.235e-05
GO:1903047	GO:0007080	mitotic metaphase plate congression	5.950e-04	0.000e+00	5.061e+00	8.697e-06
GO:1903047	GO:0051310	metaphase plate congression	1.300e-03	0.000e+00	4.905e+00	1.245e-05
GO:1903047	GO:0051303	establishment of chromosome localization	1.930e-03	0.000e+00	4.757e+00	1.752e-05
GO:1903047	GO:0050000	chromosome localization	1.930e-03	0.000e+00	4.569e+00	2.697e-05
GO:0044237	GO:0044237	cellular metabolic process	2.650e-203	0.000e+00	3.237e-01	4.746e-01
GO:0044237	GO:0009987	cellular process	1.280e-139	0.000e+00	1.877e-01	6.491e-01
GO:0044237	GO:0008152	metabolic process	3.000e-203	0.000e+00	1.753e-01	6.679e-01
GO:0044237	GO:0044238	primary metabolic process	4.720e-173	0.000e+00	4.022e-01	3.961e-01
GO:0044237	GO:0071704	organic substance metabolic process	7.810e-184	0.000e+00	3.299e-01	4.679e-01
GO:0044237	GO:0043170	macromolecule metabolic process	7.520e-69	0.000e+00	5.945e-01	2.544e-01
GO:0051301	GO:0051301	cell division	3.260e-06	0.000e+00	2.215e+00	6.093e-03
GO:0033044	GO:0033044	regulation of chromosome organization	1.420e-03	0.000e+00	3.654e+00	2.219e-04
GO:0033044	GO:0030071	regulation of mitotic metaphase/anaphase transition	3.380e-03	0.000e+00	4.019e+00	9.561e-05
GO:0033044	GO:1902099	regulation of metaphase/anaphase transition of cell cycle	2.350e-03	0.000e+00	4.011e+00	9.743e-05
GO:0033044	GO:0010965	regulation of mitotic sister chromatid separation	8.730e-03	0.000e+00	4.000e+00	9.990e-05
GO:0033044	GO:1905818	regulation of chromosome separation	3.000e-03	0.000e+00	3.990e+00	1.024e-04
GO:0033044	GO:0033043	regulation of organelle organization	1.420e-03	0.000e+00	2.957e+00	1.104e-03
GO:0033044	GO:0010638	positive regulation of organelle organization	9.080e-03	0.000e+00	3.449e+00	3.559e-04
GO:0033044	GO:1901890	positive regulation of cell junction assembly	1.470e-03	0.000e+00	4.689e+00	2.045e-05
GO:0033044	GO:0051963	regulation of synapse assembly	1.010e-02	0.000e+00	4.463e+00	3.442e-05
GO:0033044	GO:1901888	regulation of cell junction assembly	1.960e-02	0.000e+00	4.280e+00	5.250e-05
GO:0033044	GO:0051965	positive regulation of synapse assembly	2.210e-02	0.000e+00	4.866e+00	1.363e-05
GO:0032259	GO:0032259	methylation	1.370e-03	0.000e+00	1.709e+00	1.954e-02
GO:0032259	GO:0043414	macromolecule methylation	5.980e-03	0.000e+00	2.131e+00	7.398e-03
GO:0032259	GO:0035247	peptidyl-arginine omega-N-methylation	3.210e-02	0.000e+00	4.565e+00	2.721e-05
GO:0032259	GO:0035246	peptidyl-arginine N-methylation	2.300e-02	0.000e+00	4.035e+00	9.231e-05
GO:0032259	GO:0006479	protein methylation	3.040e-02	0.000e+00	2.852e+00	1.405e-03
GO:0032259	GO:0008213	protein alkylation	3.040e-02	0.000e+00	2.852e+00	1.405e-03
GO:0043467	GO:0043467	regulation of generation of precursor metabolites and energy	4.480e-02	0.000e+00	4.081e+00	8.304e-05
GO:0031329	GO:0031329	regulation of cellular catabolic process	2.130e-08	0.000e+00	3.003e+00	9.925e-04
GO:0031329	GO:0009894	regulation of catabolic process	1.330e-08	0.000e+00	2.966e+00	1.081e-03
GO:0031329	GO:0043487	regulation of RNA stability	3.480e-07	0.000e+00	4.178e+00	6.640e-05
GO:0031329	GO:0043488	regulation of mRNA stability	1.840e-06	0.000e+00	4.209e+00	6.186e-05
GO:0031329	GO:0016241	regulation of macroautophagy	6.250e-04	0.000e+00	4.414e+00	3.853e-05
GO:0031329	GO:0010506	regulation of autophagy	4.040e-02	0.000e+00	3.119e+00	7.611e-04
GO:0031329	GO:0061136	regulation of proteasomal protein catabolic process	4.910e-03	0.000e+00	4.031e+00	9.320e-05
GO:0031329	GO:1901800	positive regulation of proteasomal protein catabolic process	1.070e-02	0.000e+00	4.236e+00	5.802e-05
GO:0031329	GO:1903050	regulation of proteolysis involved in cellular protein catabolic process	6.890e-03	0.000e+00	3.989e+00	1.025e-04
GO:0031329	GO:1903362	regulation of cellular protein catabolic process	1.420e-02	0.000e+00	3.956e+00	1.106e-04
GO:0031329	GO:0042176	regulation of protein catabolic process	2.580e-03	0.000e+00	3.722e+00	1.895e-04
GO:0031329	GO:0032436	positive regulation of proteasomal ubiquitin-dependent protein catabolic process	1.320e-02	0.000e+00	4.554e+00	2.796e-05
GO:0031329	GO:0032434	regulation of proteasomal ubiquitin-dependent protein catabolic process	6.630e-03	0.000e+00	4.352e+00	4.442e-05
GO:0031329	GO:2000058	regulation of ubiquitin-dependent protein catabolic process	6.970e-03	0.000e+00	4.280e+00	5.253e-05
GO:0010256	GO:0010256	endomembrane system organization	8.940e-03	0.000e+00	5.580e+00	2.628e-06
GO:0010876	GO:0010876	lipid localization	4.420e-02	0.000e+00	6.526e+00	2.975e-07
GO:0043412	GO:0043412	macromolecule modification	2.450e-13	0.000e+00	1.330e+00	4.672e-02
GO:0043412	GO:0036211	protein modification process	8.490e-11	0.000e+00	1.488e+00	3.249e-02
GO:0043412	GO:0006464	cellular protein modification process	8.530e-11	0.000e+00	1.488e+00	3.249e-02
GO:0043412	GO:0031365	N-terminal protein amino acid modification	7.720e-03	0.000e+00	3.647e+00	2.255e-04
GO:0043412	GO:0006497	protein lipidation	9.320e-04	0.000e+00	3.240e+00	5.748e-04
GO:0043412	GO:0043687	post-translational protein modification	1.700e-04	0.000e+00	4.204e+00	6.247e-05
GO:0043412	GO:0000413	protein peptidyl-prolyl isomerization	2.220e-04	0.000e+00	2.501e+00	3.156e-03
GO:0043412	GO:0018208	peptidyl-proline modification	9.320e-04	0.000e+00	2.495e+00	3.202e-03
GO:0043412	GO:0018193	peptidyl-amino acid modification	3.670e-04	0.000e+00	1.991e+00	1.020e-02
GO:0043412	GO:0070646	protein modification by small protein removal	2.620e-07	0.000e+00	3.246e+00	5.672e-04
GO:0043412	GO:0000338	protein deneddylation	4.550e-02	0.000e+00	4.513e+00	3.068e-05
GO:0043412	GO:0016579	protein deubiquitination	8.400e-07	0.000e+00	3.279e+00	5.261e-04
GO:0043412	GO:0070647	protein modification by small protein conjugation or removal	1.600e-06	0.000e+00	2.608e+00	2.465e-03
GO:0043412	GO:0032446	protein modification by small protein conjugation	2.670e-05	0.000e+00	2.722e+00	1.897e-03
GO:0043412	GO:0045116	protein neddylation	1.610e-02	0.000e+00	4.276e+00	5.292e-05
GO:0043412	GO:0000209	protein polyubiquitination	3.060e-06	0.000e+00	3.971e+00	1.070e-04
GO:0043412	GO:0070979	protein K11-linked ubiquitination	2.130e-03	0.000e+00	5.051e+00	8.896e-06
GO:0043412	GO:0070936	protein K48-linked ubiquitination	4.220e-02	0.000e+00	4.813e+00	1.538e-05
GO:0043412	GO:0016567	protein ubiquitination	2.090e-04	0.000e+00	2.773e+00	1.688e-03
GO:0043412	GO:0006487	protein N-linked glycosylation	1.600e-05	0.000e+00	3.882e+00	1.311e-04
GO:0043412	GO:0006486	protein glycosylation	1.280e-02	0.000e+00	2.914e+00	1.219e-03
GO:0043412	GO:0043413	macromolecule glycosylation	1.280e-02	0.000e+00	2.914e+00	1.220e-03
GO:0043412	GO:0070085	glycosylation	1.000e-02	0.000e+00	2.684e+00	2.069e-03
GO:0043412	GO:0016266	O-glycan processing	4.440e-02	0.000e+00	5.063e+00	8.640e-06
GO:0002683	GO:0002682	regulation of immune system process	1.910e-03	0.000e+00	2.513e+00	3.066e-03
GO:0002683	GO:0002683	negative regulation of immune system process	2.090e-08	0.000e+00	2.974e+00	1.062e-03
GO:0002683	GO:0050776	regulation of immune response	2.700e-02	0.000e+00	2.595e+00	2.544e-03
GO:0002683	GO:0050777	negative regulation of immune response	3.000e-06	0.000e+00	3.165e+00	6.836e-04
GO:0002683	GO:0050670	regulation of lymphocyte proliferation	1.520e-06	0.000e+00	4.248e+00	5.648e-05
GO:0002683	GO:0042129	regulation of T cell proliferation	8.880e-05	0.000e+00	4.393e+00	4.043e-05
GO:0002683	GO:0032944	regulation of mononuclear cell proliferation	1.050e-06	0.000e+00	4.240e+00	5.756e-05
GO:0002683	GO:0070663	regulation of leukocyte proliferation	6.960e-07	0.000e+00	4.219e+00	6.041e-05
GO:0002683	GO:0051093	negative regulation of developmental process	5.510e-08	0.000e+00	3.521e+00	3.011e-04
GO:0002683	GO:0045596	negative regulation of cell differentiation	3.270e-06	0.000e+00	3.739e+00	1.823e-04
GO:0002683	GO:0051094	positive regulation of developmental process	3.650e-05	0.000e+00	3.395e+00	4.025e-04
GO:0002683	GO:0045597	positive regulation of cell differentiation	1.120e-04	0.000e+00	3.642e+00	2.280e-04
GO:0002683	GO:0045595	regulation of cell differentiation	1.400e-02	0.000e+00	3.265e+00	5.430e-04
GO:0002683	GO:0045666	positive regulation of neuron differentiation	8.090e-03	0.000e+00	4.632e+00	2.332e-05
GO:0002683	GO:0045664	regulation of neuron differentiation	8.000e-03	0.000e+00	4.232e+00	5.857e-05
GO:0002683	GO:1902107	positive regulation of leukocyte differentiation	4.490e-03	0.000e+00	4.435e+00	3.673e-05
GO:0002683	GO:1902105	regulation of leukocyte differentiation	2.790e-03	0.000e+00	4.132e+00	7.378e-05
GO:0002683	GO:0002761	regulation of myeloid leukocyte differentiation	2.990e-02	0.000e+00	4.553e+00	2.801e-05
GO:0002683	GO:1903708	positive regulation of hemopoiesis	4.480e-03	0.000e+00	4.435e+00	3.673e-05
GO:0002683	GO:0045582	positive regulation of T cell differentiation	3.430e-02	0.000e+00	4.738e+00	1.828e-05
GO:0002683	GO:0045580	regulation of T cell differentiation	4.710e-02	0.000e+00	4.459e+00	3.477e-05
GO:0002683	GO:1902036	regulation of hematopoietic stem cell differentiation	1.840e-06	0.000e+00	5.287e+00	5.161e-06
GO:0002683	GO:1901532	regulation of hematopoietic progenitor cell differentiation	3.360e-06	0.000e+00	5.026e+00	9.430e-06
GO:0002683	GO:2000736	regulation of stem cell differentiation	2.970e-04	0.000e+00	4.847e+00	1.421e-05
GO:0002683	GO:0060284	regulation of cell development	5.010e-03	0.000e+00	3.909e+00	1.234e-04
GO:0002683	GO:0050767	regulation of neurogenesis	3.120e-02	0.000e+00	4.071e+00	8.497e-05
GO:0002683	GO:0045667	regulation of osteoblast differentiation	3.750e-05	0.000e+00	4.604e+00	2.487e-05
GO:0002683	GO:0045669	positive regulation of osteoblast differentiation	4.160e-03	0.000e+00	4.927e+00	1.183e-05
GO:0002683	GO:0045668	negative regulation of osteoblast differentiation	2.650e-02	0.000e+00	5.035e+00	9.220e-06
GO:0002683	GO:0002861	regulation of inflammatory response to antigenic stimulus	5.840e-07	0.000e+00	5.327e+00	4.707e-06
GO:0002683	GO:0002862	negative regulation of inflammatory response to antigenic stimulus	2.230e-06	0.000e+00	5.740e+00	1.820e-06
GO:0002683	GO:0050728	negative regulation of inflammatory response	1.430e-06	0.000e+00	4.565e+00	2.724e-05
GO:0002683	GO:0050727	regulation of inflammatory response	3.170e-06	0.000e+00	4.078e+00	8.364e-05
GO:0002683	GO:0002673	regulation of acute inflammatory response	2.750e-02	0.000e+00	5.210e+00	6.161e-06
GO:0002683	GO:0032102	negative regulation of response to external stimulus	1.410e-05	0.000e+00	3.224e+00	5.973e-04
GO:0002683	GO:0032101	regulation of response to external stimulus	4.300e-02	0.000e+00	3.073e+00	8.458e-04
GO:0002683	GO:0031348	negative regulation of defense response	3.990e-04	0.000e+00	2.730e+00	1.861e-03
GO:0002683	GO:1900034	regulation of cellular response to heat	2.710e-02	0.000e+00	5.373e+00	4.234e-06
GO:0002683	GO:0048583	regulation of response to stimulus	1.110e-05	0.000e+00	2.312e+00	4.879e-03
GO:0002683	GO:0009966	regulation of signal transduction	1.560e-03	0.000e+00	2.655e+00	2.214e-03
GO:0002683	GO:0023051	regulation of signaling	1.830e-03	0.000e+00	2.613e+00	2.439e-03
GO:0002683	GO:0010646	regulation of cell communication	1.060e-03	0.000e+00	2.615e+00	2.425e-03
GO:0002683	GO:0048585	negative regulation of response to stimulus	9.510e-03	0.000e+00	2.570e+00	2.691e-03
GO:0002683	GO:0090287	regulation of cellular response to growth factor stimulus	4.510e-02	0.000e+00	3.967e+00	1.079e-04
GO:0002683	GO:0046578	regulation of Ras protein signal transduction	2.910e-02	0.000e+00	3.775e+00	1.680e-04
GO:0002683	GO:0051056	regulation of small GTPase mediated signal transduction	1.610e-02	0.000e+00	3.646e+00	2.260e-04
GO:0002683	GO:0010469	regulation of signaling receptor activity	2.150e-02	0.000e+00	4.380e+00	4.172e-05
GO:0002683	GO:0008593	regulation of Notch signaling pathway	1.520e-03	0.000e+00	4.534e+00	2.921e-05
GO:0002683	GO:0030449	regulation of complement activation	3.720e-04	0.000e+00	5.000e+00	9.998e-06
GO:0002683	GO:0002697	regulation of immune effector process	4.620e-03	0.000e+00	3.938e+00	1.153e-04
GO:0002683	GO:0002920	regulation of humoral immune response	2.840e-03	0.000e+00	4.772e+00	1.692e-05
GO:0002683	GO:1901796	regulation of signal transduction by p53 class mediator	1.180e-03	0.000e+00	4.717e+00	1.921e-05
GO:0002683	GO:1902533	positive regulation of intracellular signal transduction	1.610e-02	0.000e+00	3.402e+00	3.965e-04
GO:0002683	GO:0048584	positive regulation of response to stimulus	2.800e-04	0.000e+00	3.034e+00	9.242e-04
GO:0002683	GO:0043410	positive regulation of MAPK cascade	3.770e-03	0.000e+00	3.762e+00	1.730e-04
GO:0002683	GO:0070374	positive regulation of ERK1 and ERK2 cascade	1.850e-02	0.000e+00	4.432e+00	3.697e-05
GO:0002683	GO:0070372	regulation of ERK1 and ERK2 cascade	2.530e-02	0.000e+00	4.229e+00	5.907e-05
GO:0002683	GO:0043408	regulation of MAPK cascade	4.280e-02	0.000e+00	3.582e+00	2.618e-04
GO:0002683	GO:0014068	positive regulation of phosphatidylinositol 3-kinase signaling	2.470e-02	0.000e+00	4.838e+00	1.452e-05
GO:0002683	GO:0010862	positive regulation of pathway-restricted SMAD protein phosphorylation	2.650e-02	0.000e+00	5.014e+00	9.693e-06
GO:0002683	GO:0090263	positive regulation of canonical Wnt signaling pathway	1.410e-03	0.000e+00	4.475e+00	3.352e-05
GO:0002683	GO:0030177	positive regulation of Wnt signaling pathway	1.210e-02	0.000e+00	4.290e+00	5.129e-05
GO:0002683	GO:0090090	negative regulation of canonical Wnt signaling pathway	2.290e-02	0.000e+00	4.326e+00	4.722e-05
GO:0051239	GO:0051239	regulation of multicellular organismal process	4.310e-07	0.000e+00	2.903e+00	1.249e-03
GO:0051239	GO:0051240	positive regulation of multicellular organismal process	3.210e-04	0.000e+00	3.308e+00	4.923e-04
GO:0051239	GO:2000026	regulation of multicellular organismal development	2.380e-06	0.000e+00	3.332e+00	4.661e-04
GO:0051239	GO:0050793	regulation of developmental process	5.350e-05	0.000e+00	2.321e+00	4.778e-03
GO:0051239	GO:0051241	negative regulation of multicellular organismal process	2.790e-06	0.000e+00	3.491e+00	3.232e-04
